timestamp,key,time_diff
1771422668.6205473,,0.0824
1771422668.7567725,,0.1362
1771422668.927295,,0.1705
1771422669.0200577,,0.0928
1771422669.1261501,,0.1061
1771422669.2595634,,0.1334
1771422669.3806736,,0.1211
1771422669.6085336,,0.2279
1771422669.735662,,0.1271
1771422669.882307,,0.1466
1771422669.9912827,+,0.109
1771422670.1079807,,0.1167
1771422670.204181,+,0.0962
1771422670.449897,-,0.2457
1771422670.566109,/,0.1162
1771422670.7221284,-,0.156
1771422670.9927526,,0.2706
1771422671.1104565,+,0.1177
1771422671.3182144,,0.2078
1771422671.4527366,+,0.1345
1771422671.7276895,,0.275
1771422671.8552396,,0.1276
1771422671.9785273,,0.1233
1771422672.0783122,,0.0998
1771422672.1689014,+,0.0906
1771422672.173901,,0.005
1771422672.3051207,,0.1312
1771422672.4817011,*,0.1766
1771422672.4859393,-,0.0042
1771422672.6847851,-,0.1988
1771422672.9878187,+,0.303
1771422673.2591238,Key.enter,0.2713
1771422673.40176,,0.1426
1771422673.4897702,Key.enter,0.088
1771422673.6060922,,0.1163
1771422673.7063124,Key.enter,0.1002
1771422673.8300974,,0.1238
1771422673.9196806,Key.enter,0.0896
1771422673.9336698,,0.014
1771422674.0059447,d,0.0723
1771422674.0379531,f,0.032
1771422674.119927,h,0.082
1771422674.284208,d,0.1643
1771422674.3328264,u,0.0486
1771422674.4107828,g,0.078
1771422674.534822,s,0.124
1771422674.5407665,l,0.0059
1771422674.553084,i,0.0123
1771422674.5673401,d,0.0143
1771422674.6394298,b,0.0721
1771422674.6987338,g,0.0593
1771422674.7929034,s,0.0942
1771422674.7969036,d,0.004
1771422674.9115438,y,0.1146
1771422674.9181387,b,0.0066
1771422675.0112965,o,0.0932
1771422675.0429373,s,0.0316
1771422675.0756314,e,0.0327
1771422675.0816243,r,0.006
1771422675.8980155,Key.ctrl_l,0.8164
1771422675.9320421,,0.034
1771422676.2843943,Key.enter,0.3524
1771422678.0653522,Key.ctrl_l,1.781
1771422678.103903,,0.0386
1771422679.1389172,Key.backspace,1.035
1771422679.698553,Key.backspace,0.5596
1771422680.2158198,Key.backspace,0.5173
1771422680.3790267,Key.backspace,0.1632
